1;202
2;381
3;247
4;454
5;372
6;114
7;279
8;351
9;229
10;366
11;58
12;321
13;360
14;478
15;157
16;225
17;55
18;260
19;264
20;430
21;355
22;177
23;328
24;389
25;430
26;171
27;97
28;141
29;157
30;498
31;496
32;134
33;58
34;52
35;338
36;281
37;288
38;235
39;469
40;131
41;489
42;448
43;224
44;437
45;20
46;300
47;467
48;485
49;429
50;98
51;370
52;196
53;313
54;423
55;327
56;461
57;455
58;456
59;356
60;260
61;100
62;282
63;205
64;119
65;28
66;96
67;452
68;467
69;357
70;94
71;498
72;195
73;459
74;360
75;126
76;261
77;383
78;347
79;41
80;386
81;14
82;332
83;291
84;146
85;456
86;411
87;255
88;332
89;81
90;471
91;18
92;308
93;192
94;294
95;118
96;387
97;19
98;140
99;37
100;261
101;57
102;323
103;152
104;244
105;22
106;334
107;106
108;434
109;444
110;325
111;315
112;325
113;29
114;452
115;214
116;224
117;142
118;118
119;115
120;112
121;385
122;342
123;49
124;343
125;191
126;65
127;259
128;387
129;219
130;331
131;403
132;425
133;316
134;179
135;318
136;72
137;314
138;458
139;306
140;93
141;297
142;97
143;481
144;288
145;42
146;197
147;318
148;329
149;137
150;404
151;56
152;435
153;94
154;146
155;6
156;388
157;245
158;431
159;372
160;130
161;297
162;382
163;329
164;391
165;347
166;300
167;261
168;223
169;27
170;288
171;41
172;441
173;164
174;395
175;178
176;420
177;287
178;293
179;87
180;247
181;443
182;52
183;404
184;266
185;497
186;203
187;26
188;272
189;20
190;448
191;36
192;373
193;201
194;370
195;238
196;260
197;104
198;92
199;391
200;141
201;466
202;189
203;413
204;5
205;41
206;432
207;300
208;393
209;280
210;254
211;396
212;390
213;489
214;379
215;430
216;274
217;295
218;106
219;383
220;149
221;216
222;201
223;376
224;119
225;259
226;177
227;384
228;150
229;315
230;389
231;113
232;15
233;123
234;396
235;19
236;326
237;117
238;316
239;90
240;81
241;54
242;443
243;472
244;167
245;200
246;27
247;327
248;94
249;100
250;322
251;55
252;331
253;185
254;495
255;354
256;24
257;76
258;494
259;4
260;463
261;400
262;249
263;184
264;286
265;374
266;182
267;477
268;378
269;191
270;113
271;487
272;385
273;88
274;26
275;209
276;392
277;225
278;272
279;209
280;83
281;79
282;463
283;353
284;131
285;14
286;61
287;248
288;233
289;435
290;144
291;254
292;160
293;357
294;497
295;245
296;319
297;388
298;13
299;383
300;4
301;344
302;388
303;290
304;241
305;231
306;435
307;66
308;350
309;149
310;374
311;380
312;19
313;3
314;419
315;440
316;279
317;483
318;455
319;363
320;386
321;359
322;419
323;198
324;414
325;120
326;351
327;472
328;32
329;215
330;67
331;441
332;70
333;175
334;256
335;479
336;108
337;75
338;406
339;137
340;179
341;369
342;193
343;267
344;155
345;406
346;209
347;428
348;39
349;105
350;279
351;97
352;298
353;183
354;279
355;196
356;499
357;448
358;327
359;14
360;104
361;455
362;33
363;63
364;164
365;236
366;275
367;20
368;189
369;496
370;407
371;182
372;252
373;198
374;422
375;478
376;31
377;38
378;21
379;62
380;273
381;20
382;166
383;154
384;90
385;37
386;483
387;160
388;30
389;4
390;444
391;81
392;107
393;351
394;456
395;321
396;140
397;294
398;481
399;4
400;296
401;455
402;133
403;464
404;199
405;367
406;291
407;412
408;162
409;98
410;383
411;82
412;71
413;369
414;40
415;311
416;454
417;257
418;325
419;259
420;108
421;274
422;303
423;473
424;181
425;370
426;227
427;63
428;256
429;377
430;43
431;138
432;98
433;103
434;227
435;187
436;85
437;193
438;476
439;423
440;26
441;42
442;428
443;184
444;326
445;154
446;173
447;86
448;66
449;204
450;310
451;273
452;232
453;349
454;238
455;50
456;467
457;40
458;358
459;368
460;36
461;251
462;174
463;484
464;63
465;300
466;422
467;251
468;39
469;19
470;496
471;237
472;214
473;411
474;93
475;9
476;90
477;378
478;485
479;344
480;81
481;145
482;22
483;63
484;325
485;377
486;283
487;20
488;369
489;171
490;179
491;387
492;484
493;121
494;400
495;222
496;43
497;352
498;221
499;448
500;259
