1;36
2;197
3;259
4;291
5;12
6;106
7;500
8;293
9;432
10;138
11;375
12;94
13;478
14;486
15;318
16;113
17;352
18;445
19;265
20;415
21;235
22;395
23;123
24;114
25;293
26;42
27;137
28;331
29;162
30;332
31;13
32;241
33;228
34;82
35;330
36;28
37;380
38;377
39;167
40;457
41;363
42;289
43;155
44;159
45;399
46;415
47;40
48;53
49;72
50;39
51;60
52;215
53;91
54;80
55;249
56;395
57;390
58;296
59;375
60;234
61;360
62;392
63;140
64;390
65;49
66;179
67;5
68;79
69;445
70;427
71;200
72;486
73;373
74;425
75;454
76;105
77;203
78;395
79;76
80;412
81;362
82;106
83;17
84;299
85;80
86;410
87;365
88;234
89;17
90;490
91;443
92;277
93;406
94;338
95;452
96;234
97;227
98;479
99;349
100;270
101;488
102;341
103;18
104;79
105;423
106;399
107;182
108;473
109;490
110;138
111;237
112;12
113;438
114;66
115;459
116;469
117;240
118;480
119;215
120;213
121;275
122;7
123;21
124;179
125;225
126;163
127;429
128;17
129;47
130;135
131;481
132;273
133;113
134;98
135;499
136;271
137;128
138;141
139;72
140;468
141;175
142;292
143;413
144;35
145;92
146;489
147;17
148;13
149;107
150;377
151;164
152;465
153;138
154;2
155;9
156;394
157;401
158;252
159;256
160;26
161;470
162;72
163;243
164;10
165;278
166;163
167;34
168;246
169;242
170;177
171;153
172;260
173;333
174;124
175;440
176;227
177;159
178;173
179;347
180;444
181;328
182;5
183;477
184;72
185;232
186;344
187;343
188;101
189;466
190;218
191;183
192;174
193;488
194;199
195;243
196;346
197;318
198;12
199;477
200;264
201;297
202;408
203;159
204;229
205;92
206;447
207;143
208;400
209;331
210;247
211;454
212;380
213;102
214;485
215;261
216;384
217;152
218;264
219;297
220;444
221;338
222;236
223;257
224;180
225;152
226;345
227;352
228;185
229;331
230;284
231;380
232;406
233;231
234;80
235;114
236;469
237;201
238;271
239;110
240;263
241;291
242;463
243;152
244;210
245;335
246;27
247;424
248;385
249;62
250;338
251;153
252;21
253;332
254;311
255;75
256;236
257;39
258;341
259;207
260;349
261;499
262;46
263;173
264;49
265;418
266;469
267;67
268;336
269;406
270;322
271;474
272;456
273;141
274;25
275;354
276;107
277;431
278;32
279;306
280;490
281;180
282;15
283;183
284;2
285;290
286;103
287;86
288;161
289;91
290;486
291;278
292;357
293;90
294;245
295;346
296;222
297;316
298;71
299;412
300;308
301;487
302;175
303;389
304;72
305;146
306;23
307;233
308;499
309;341
310;408
311;389
312;25
313;179
314;30
315;200
316;211
317;331
318;104
319;351
320;493
321;72
322;117
323;281
324;288
325;251
326;27
327;373
328;150
329;104
330;151
331;359
332;244
333;327
334;57
335;161
336;356
337;417
338;486
339;332
340;241
341;482
342;66
343;344
344;300
345;435
346;485
347;7
348;178
349;162
350;489
351;215
352;491
353;255
354;361
355;108
356;390
357;104
358;150
359;310
360;470
361;63
362;124
363;413
364;459
365;460
366;313
367;147
368;432
369;123
370;159
371;317
372;324
373;196
374;278
375;355
376;99
377;227
378;212
379;29
380;483
381;74
382;408
383;249
384;317
385;248
386;107
387;333
388;198
389;162
390;30
391;37
392;223
393;334
394;267
395;451
396;446
397;9
398;256
399;254
400;149
401;253
402;341
403;298
404;117
405;198
406;383
407;430
408;261
409;98
410;448
411;273
412;352
413;208
414;293
415;9
416;369
417;256
418;495
419;206
420;450
421;307
422;210
423;240
424;198
425;178
426;366
427;440
428;211
429;361
430;168
431;314
432;145
433;28
434;487
435;457
436;30
437;494
438;389
439;277
440;187
441;224
442;234
443;132
444;168
445;428
446;5
447;394
448;345
449;158
450;112
451;208
452;63
453;81
454;367
455;138
456;129
457;249
458;82
459;169
460;66
461;376
462;138
463;268
464;180
465;450
466;187
467;455
468;146
469;179
470;315
471;73
472;53
473;391
474;383
475;489
476;323
477;256
478;284
479;295
480;348
481;234
482;376
483;476
484;79
485;160
486;226
487;16
488;276
489;470
490;43
491;420
492;32
493;234
494;475
495;410
496;224
497;406
498;395
499;381
500;438
